"ticker","perm_id","name"
"OMC US","L41WW5-S-US","Omnicom Group Inc"
"EXPD US","X42FBF-S-US","Expeditors International of Washington, Inc."
"PFG US","FJ0FBJ-S-US","Principal Financial Group, Inc."
"IAC US","TD1RHX-S-US","Iac/interactivecorp."
"XEL US","JMNHJ8-S-US","Xcel Energy Inc."
"ABMD US","DF3N8D-S-US","ABIOMED, Inc."
"IR US","M6459C-S-US","Ingersoll-Rand Plc"
"PX US","NB64DG-S-US","Linde plc"
"AON US","H9T6DW-S-US","Aon plc"
"DOX US","SKY5L7-S-US","Amdocs Limited"
"MET US","NV2X6X-S-US","MetLife, Inc."
"MONC IM","FZXPLZ-S-IT","Moncler SpA"
"EIX US","N03TRC-S-US","Edison International"
"SBGI US","KPFMHW-S-US","Sinclair Broadcast Gr"
"MCHP US","SY92RH-S-US","Microchip Technology Incorporated"
"RSG US","KYDC2F-S-US","Republic Services, Inc."
"CTSH US","RLF8JJ-S-US","Cognizant Technology Solutions Corporation Class A"
"SWKS US","XKV56X-S-US","Skyworks Solutions, Inc."
"TWTR US","GV451B-S-US","Twitter, Inc."
"AME US","D7DHD4-S-US","AMETEK, Inc."
"ADI US","P0X865-S-US","Analog Devices, Inc."
"SWEDA SS","RQT3M0-S-SE","Swedbank AB Class A"
"SYF US","DFHD4X-S-US","Synchrony Financial"
"PEGA US","NT38T5-S-US","Pegasystems Inc."
"8001 JP","NPQ48H-S-JP","Itochu Corporation"
"TDS US","LKQGQP-S-US","Telephone And Data Sy"
"GPS US","T0NLZH-S-US","Gap, Inc."
"TEAM US","DM5J37-S-US","Atlassian Corp. Plc C"
"FL US","B82TCD-S-US","Foot Locker, Inc."
"URI US","SRQ728-S-US","United Rentals, Inc."
"TD CN","RFQ4VD-S-CA","Toronto-Dominion Bank"
"PHM US","VFZRT3-S-US","PulteGroup, Inc."
"ULTI US","P9WP6G-S-US","Ultimate Software Gro"
"XYL US","Q5V0CD-S-US","Xylem Inc."
"CCL LN","GC8TKT-S-GB","Carnival Corporation"
"PSX US","SP70YY-S-US","Phillips 66"
"ICE US","H6GV8W-S-US","Intercontinental Exchange, Inc."
"PEG US","DXV63Y-S-US","Public Service Enterprise Group Inc"
"ANET US","JBVNSV-S-US","Arista Networks, Inc."
"WBA US","QSFJYG-S-US","Walgreens Boots Alliance Inc"
"IART US","D68983-S-US","Integrated Device Tec"
"MSCI US","TP36J7-S-US","MSCI Inc. Class A"
"UPS US","C6M0W9-S-US","United Parcel Service, Inc. Class B"
"DOCU US","TS020P-S-US","Docusign, Inc."
"AMP SM","H1Q8VD-S-ES","Amper, S.A."
"RP US","GHZF8G-S-US","Realpage, Inc."
"SJM US","W0Z2R4-S-US","J.M. Smucker Company"
"SCHW US","B6VPNM-S-US","Charles Schwab Corporation"
"EW US","FWHW51-S-US","Edwards Lifesciences Corporation"
"CMS US","TNYNQV-S-US","CMS Energy Corporation"
"HOG US","TQ3YYX-S-US","Harley-Davidson, Inc."
"IEX US","HTKWFH-S-US","IDEX Corporation"
"LPT US","RWHVKS-S-US","Liberty Property Trus"
"AMZN US","RMCVZ9-S-US","Amazon.com, Inc."
"EXPE US","WSWSB6-S-US","Expedia Group, Inc."
"QTWO US","GLFDP8-S-US","Q2 Holdings, Inc."
"LB US","B3L74D-S-US","L Brands, Inc."
"REG US","P0S025-S-US","Regency Centers Corporation"
"PNW US","RJ034Z-S-US","Pinnacle West Capital Corporation"
"DVMT US","H1F53H-S-US","Dell Technologies Inc"
"ITW US","KC74XW-S-US","Illinois Tool Works Inc."
"1COV GR","SFT72P-S-DE","Covestro AG"
"CMA US","S8TKL0-S-US","Comerica Incorporated"
"CSOD US","WVBS8K-S-US","Cornerstone Ondemand,"
"NCR US","F6YHJW-S-US","Ncr Corporation"
"DKS US","F5TFNZ-S-US","Dick's Sporting Goods"
"9984 JP","BNLKX9-S-JP","SoftBank Group Corp."
"MMS US","HY2KQH-S-US","Maximus, Inc."
"ERICB SS","HR8NLN-S-SE","Telefonaktiebolaget L"
"STAY US","TKPMNN-S-US","Extended Stay America"
"MCO US","C4BW2G-S-US","Moody's Corporation"
"STX US","QXT7RT-S-US","Seagate Technology PLC"
"LEG GR","LS6J6D-S-DE","LEG Immobilien AG"
"NA","WYHN2K-S-US","Modern Times Group Mt"
"BHGE US","C6H18K-S-US","Baker Hughes, a GE Company Class A"
"HSE CN","WFGLTT-S-CA","Husky Energy Inc."
"DAL US","K6S3NB-S-US","Delta Air Lines, Inc."
"NDAQ US","QP196P-S-US","Nasdaq, Inc."
"PANW US","W32HMN-S-US","Palo Alto Networks, I"
"DTE GR","QMQV1Q-S-DE","Deutsche Telekom AG"
"C US","T6BMPP-S-US","Citigroup Inc."
"TMO US","LY6R71-S-US","Thermo Fisher Scientific Inc."
"KORS US","FNBWSQ-S-US","Capri Holdings Limited"
"ZAYO US","GZV1DC-S-US","Zayo Group Holdings,"
"AJG US","KRRDD7-S-US","Arthur J. Gallagher & Co."
"AEP US","SW3WLF-S-US","American Electric Power Company, Inc."
"APAM US","G18BJK-S-US","Artisan Partners Asset Management, Inc. Class A"
"INGA NA","SYDPMW-S-NL","ING Groep NV"
"MSG US","GPNFH5-S-US","Madison Square Garden"
"PWR US","WGR10T-S-US","Quanta Services, Inc."
"HON US","LKTW6W-S-US","Honeywell International Inc."
"FE US","TZ642P-S-US","FirstEnergy Corp."
"SNA US","DBV80B-S-US","Snap-on Incorporated"
"NBL US","WW7382-S-US","Noble Energy, Inc."
"APH US","WL12NL-S-US","Amphenol Corporation Class A"
"EVRG US","HR94J3-S-US","Evergy, Inc."
"MU US","D1RR34-S-US","Micron Technology, Inc."
"VNO US","D9JG61-S-US","Vornado Realty Trust"
"PCTY US","K5VMV3-S-US","Paylocity Holding Cor"
"PKG US","P8PY3Z-S-US","Packaging Corporation of America"
"LMT US","BV8916-S-US","Lockheed Martin Corporation"
"EA US","P7Q9Q7-S-US","Electronic Arts Inc."
"FIS US","BZT3MC-S-US","Fidelity National Information Services, Inc."
"CNP US","PW1X8Y-S-US","CenterPoint Energy, Inc."
"BAH US","ST5LQZ-S-US","Booz Allen Hamilton H"
"AMGN US","T8GLHL-S-US","Amgen Inc."
"AZPN US","M3VV5C-S-US","Aspen Technology, Inc."
"TROW US","RWGCRD-S-US","T. Rowe Price Group"
"FISV US","B00CQC-S-US","Fiserv, Inc."
"AAPL US","R85KLC-S-US","Apple Inc."
"TYL US","VPXV41-S-US","Tyler Technologies, I"
"CREE US","P35SQC-S-US","Cree, Inc."
"APA US","VFT77X-S-US","Apache Corporation"
"CMG US","SW780L-S-US","Chipotle Mexican Grill, Inc."
"SU CN","MBJF57-S-CA","Suncor Energy Inc."
"ICP LN","T9RV8C-S-GB","Intermediate Capital"
"VMW US","DVTV6F-S-US","Vmware, Inc. Class A"
"CSCO US","K14DFC-S-US","Cisco Systems, Inc."
"NOW US","W9VPHX-S-US","Servicenow, Inc."
"DG US","RMMHNL-S-US","Dollar General Corporation"
"WP US","DH3RVT-S-US","Worldpay, Inc. Class"
"CIEN US","HF2HLY-S-US","Ciena Corporation"
"A US","BZSQX0-S-US","Agilent Technologies, Inc."
"MSFT US","DF3K29-S-US","Microsoft Corporation"
"MPC US","MQLFH7-S-US","Marathon Petroleum Corporation"
"ALXN US","RDKWL9-S-US","Alexion Pharmaceuticals, Inc."
"TJX US","VVB1XW-S-US","TJX Companies Inc"
"TRMB US","QXV6LQ-S-US","Trimble Inc."
"FFH CN","W4J7VJ-S-CA","Fairfax Financial Hol"
"NCLH US","L97VX8-S-US","Norwegian Cruise Line Holdings Ltd."
"DLB US","SRN308-S-US","Dolby Laboratories, I"
"SBUX US","H3ZZPR-S-US","Starbucks Corporation"
"MSI CN","SGQT1Z-S-CA","Morneau Shepell Inc."
"TTWO US","RXH8LB-S-US","Take-Two Interactive Software, Inc."
"TSCO US","PM37VG-S-US","Tractor Supply Company"
"PXD US","D3X1KC-S-US","Pioneer Natural Resources Company"
"VRNT US","DMSLZM-S-US","Verint Systems Inc."
"7532 JP","V74M60-S-JP","Pan Pacific Internati"
"SQ US","L44GF7-S-US","Square, Inc. Class A"
"AEL US","MZZX8P-S-US","American Equity Investment Life Holding Company"
"NFLX US","BT4517-S-US","Netflix, Inc."
"IBE SM","MYZV0J-S-ES","Iberdrola SA"
"MAC US","RPSRTL-S-US","Macerich Company"
"CAE CN","TWXQTM-S-CA","CAE Inc."
"XRX US","NV748W-S-US","Xerox Corporation"
"OKE US","LSHSW2-S-US","ONEOK, Inc."
"MLM US","LY60VC-S-US","Martin Marietta Materials, Inc."
"MANH US","X56F28-S-US","Manhattan Associates,"
"CAH US","T0PLWF-S-US","Cardinal Health, Inc."
"BLKB US","GGL2LS-S-US","Blackberry Limited"
"ENV US","FWNZXV-S-US","Envestnet, Inc."
"WFT CN","B6VNLL-S-CA","West Fraser Timber Co. Ltd."
"BR US","W3B9CV-S-US","Broadridge Financial Solutions, Inc."
"CFG US","V3Y428-S-US","Citizens Financial Group, Inc."
"669 HK","W1403R-S-HK","Techtronic Industries"
"PRI US","R3QF7V-S-US","Primerica, Inc."
"CXO US","Q8H75K-S-US","Concho Resources Inc."
"HIK LN","T9VF5S-S-GB","Hikma Pharmaceuticals"
"JEC US","NGXKNW-S-US","Jacobs Engineering Group Inc."
"SPLK US","D2N2BX-S-US","Splunk Inc."
"IRM US","K6VNHQ-S-US","Iron Mountain, Inc."
"CLX US","MLMRJ3-S-US","Clorox Company"
"MCK US","LRDD7S-S-US","McKesson Corporation"
"FTNT US","X9YT9Q-S-US","Fortinet, Inc."
"DGE LN","NFLZ7S-S-GB","Diageo Plc"
"AIV US","M65FQK-S-US","Apartment Investment and Management Company Class A"
"SEBA SS","T2T2RW-S-SE","Skandinaviska Enskild"
"RF FP","H8NMKH-S-FR","Eurazeo SA"
"SANM US","T679BK-S-US","Sanmina-sci Corporati"
"G US","VCNCR5-S-US","Genpact Limited"
"HNR1 GR","P7R36Z-S-DE","Hannover Ruck SE"
"DAL IM","QS8QRY-S-IT","Datalogic S.p.A."
"GM US","J0JKSY-S-US","General Motors Company"
"EMR US","KZJ3C1-S-US","Emerson Electric Co."
"AIZ US","N5NWXV-S-US","Assurant, Inc."
"LLL US","BCHWNY-S-US","L3 Technologies Inc"
"VG US","H0NSWX-S-US","Vonage Holdings Corp."
"PEP US","DCZH6D-S-US","PepsiCo, Inc."
"T MK","K94LT9-S-MY","Telekom Malaysia Bhd."
"CNC US","R3JBJ0-S-US","Centene Corporation"
"UTX US","K6TLGQ-S-US","United Technologies Corporation"
"GPC US","BXFH68-S-US","Genuine Parts Company"
"CPB US","BCD5LG-S-US","Campbell Soup Company"
"IP IM","BBCWY3-S-IT","Interpump Group S.p.A."
"CDW US","K0X6WS-S-US","Cdw Corp."
"CLDR US","CM3RRK-S-US","Cloudera, Inc."
"AVY US","TVTFDF-S-US","Avery Dennison Corporation"
"DUK US","RPTTVL-S-US","Duke Energy Corporation"
"9502 JP","SP9XBJ-S-JP","Chubu Electric Power"
"CE US","PJQNHD-S-US","Celanese Corporation"
"HII US","HM3LKN-S-US","Huntington Ingalls Industries, Inc."
"UAL US","VCSCBX-S-US","United Continental Holdings, Inc."
"LLOY LN","MH7782-S-GB","Lloyds Banking Group"
"SNX US","FH12G1-S-US","Synnex Corporation"
"FITB US","HWZGPH-S-US","Fifth Third Bancorp"
"UDR US","WCCDGM-S-US","UDR, Inc."
"UNH US","R4SVX3-S-US","UnitedHealth Group Incorporated"
"DLR US","WB8GRS-S-US","Digital Realty Trust, Inc."
"MYL US","VH2XZ5-S-US","Mylan N.V."
"PSTG US","K5MJFL-S-US","Pure Storage, Inc. Cl"
"COTY US","RW4DW5-S-US","Coty Inc. Class A"
"AVT US","T67LXV-S-US","Avnet, Inc."
"LEG US","PB0T2B-S-US","Leggett & Platt, Incorporated"
"SEE US","GZDYTG-S-US","Sealed Air Corporation"
"CRUS US","R3HCP3-S-US","Cirrus Logic, Inc."
"INTC US","PJSZYL-S-US","Intel Corporation"
"QCOM US","C7R3T7-S-US","QUALCOMM Incorporated"
"BOX US","J1VD4R-S-US","Box, Inc. Class A"
"BF/B US","X56PLJ-S-US","Brown-Forman Corporation Class B"
"CPA US","H7M2GY-S-US","Copa Holdings, S.A. C"
"INTU US","LJQMXR-S-US","Intuit Inc."
"PVH US","GFFBF7-S-US","PVH Corp."
"BBT US","XN2JJ0-S-US","BB&T Corporation"
"O US","VFV0RN-S-US","Realty Income Corporation"
"MC FP","R817B9-S-FR","LVMH Moet Hennessy Lo"
"OXY US","MT931R-S-US","Occidental Petroleum Corporation"
"ATH US","FHXMJF-S-US","Athene Holding Ltd. C"
"FBHS US","HK3M7C-S-US","Fortune Brands Home & Security, Inc."
"SPG US","RT71JB-S-US","Simon Property Group, Inc."
"EEFT US","BNL2ZV-S-US","Euronet Worldwide, In"
"HIG US","F4NDZ5-S-US","Hartford Financial Services Group, Inc."
"BAX US","LY6TC3-S-US","Baxter International Inc."
"FTV US","QMNL94-S-US","Fortive Corp."
"KEYS US","DW8L0Y-S-US","Keysight Technologies Inc"
"ED US","D506QF-S-US","Consolidated Edison, Inc."
"ELS US","G11LK3-S-US","Equity LifeStyle Prop"
"HWDN LN","PD8PBX-S-GB","Howden Joinery Group"
"EFX US","NL59TF-S-US","Equifax Inc."
"UBNT US","VJYLZ9-S-US","Ubiquiti Networks, In"
"NOV US","C37KN8-S-US","National Oilwell Varco, Inc."
"FOCS US","Q6Q9TD-S-US","Focus Financial Partners, Inc. Class A"
"EOG US","W926PT-S-US","EOG Resources, Inc."
"F US","LHLM3W-S-US","Ford Motor Company"
"MSI US","X8M6VK-S-US","Motorola Solutions, Inc."
"FLT US","D0SXB8-S-US","FleetCor Technologies, Inc."
"LKQ US","FYN7RB-S-US","LKQ Corporation"
"CB US","M9K04P-S-US","Chubb Limited"
"CNQ CN","TKPN21-S-CA","Canadian Natural Resources Limited"
"CL US","LX1RL8-S-US","Colgate-Palmolive Company"
"PRSP US","FZCZH1-S-US","Perspecta, Inc."
"GD US","DCZG4C-S-US","General Dynamics Corporation"
"VAR US","HP5MKM-S-US","Varian Medical Systems, Inc."
"LH US","XLSWXT-S-US","Laboratory Corporation of America Holdings"
"ZBRA US","T2T1PV-S-US","Zebra Technologies Co"
"HD US","DY0D0T-S-US","Home Depot, Inc."
"URBN US","H7K4T4-S-US","Urban Outfitters"
"JPM US","N5N6M6-S-US","JPMorgan Chase & Co."
"TTD US","PQ7J0D-S-US","Trade Desk, Inc. Clas"
"KSU US","DSFSZY-S-US","Kansas City Southern"
"MMM US","R17LLM-S-US","3M Company"
"CF US","D52CVG-S-US","CF Industries Holdings, Inc."
"BSX US","G7VKY3-S-US","Boston Scientific Corporation"
"COF US","LFBF80-S-US","Capital One Financial Corporation"
"RIO LN","RK85PN-S-GB","Rio Tinto plc"
"BRKS US","L56GQK-S-US","Brooks Automation, In"
"PKI US","NHWWHB-S-US","PerkinElmer, Inc."
"TOU CN","FMWW5P-S-CA","Tourmaline"
"AEE US","Q8DPB5-S-US","Ameren Corporation"
"ADSK US","WSZW73-S-US","Autodesk, Inc."
"FMC US","VPS8DR-S-US","FMC Corporation"
"PBCT US","H447TR-S-US","People's United Financial, Inc."
"SSNC US","S27LPQ-S-US","Ss&c Technologies Hol"
"FTI US","TJMMB9-S-US","TechnipFMC Plc"
"ZION US","XKV0YS-S-US","Zions Bancorporation, N.A."
"BBY US","KHXCX5-S-US","Best Buy Co., Inc."
"TAP US","HY0FNH-S-US","Molson Coors Brewing Company Class B"
"UBER US","K9STMJ-S-US","Uber Technologies"
"VALMT FH","NDKP93-S-FI","Valmet Corp"
"DISH US","X7KY98-S-US","DISH Network Corporation Class A"
"PPL US","NCHNPH-S-US","PPL Corporation"
"INVEB SS","NPKC50-S-SE","Investor AB Class B"
"FWONA US","LBS7S7-S-US","Liberty Media Corpora"
"ROST US","C7R70B-S-US","Ross Stores, Inc."
"PRU LN","BDHSLY-S-GB","Prudential plc"
"CDNS US","KZJPGL-S-US","Cadence Design Systems, Inc."
"ANTM US","WC6XYF-S-US","Anthem, Inc."
"BCP PL","DDYW4X-S-PT","Banco Comercial Portu"
"JWN US","Q67K95-S-US","Nordstrom, Inc."
"TDY US","Q3VM8S-S-US","Teledyne Technologies"
"HAS US","W92VYF-S-US","Hasbro, Inc."
"8053 JP","P7LJHP-S-JP","Sumitomo Corporation"
"IDXX US","VT67J6-S-US","IDEXX Laboratories, Inc."
"CELG US","XHD8GP-S-US","Celgene Corporation"
"EBS AV","NT3KBF-S-AT","Erste Group Bank AG"
"DATA US","LH65F7-S-US","Tableau Software, Inc"
"FDX US","HKM5XZ-S-US","FedEx Corporation"
"FOXA US","DSCKQV-S-US","Twenty-First Century Fox, Inc. Class A"
"WM US","PQJ0KQ-S-US","Waste Management, Inc"
"CMI US","TG4SJY-S-US","Cummins Inc."
"CNDT US","GD8QS2-S-US","Conduent, Inc."
"AIG US","S8TF9W-S-US","American International Group, Inc."
"MTD US","VNSTB5-S-US","Mettler-Toledo International Inc."
"TDC US","NVC84R-S-US","Teradata Corporation"
"SNPS US","JFV4K0-S-US","Synopsys, Inc."
"DXC US","CP765L-S-US","DXC Technology Co."
"COG US","X8RFXJ-S-US","Cabot Oil & Gas Corporation"
"MTB US","VBL5F0-S-US","M&T Bank Corporation"
"FB IN","M0J4D1-S-IN","Federal Bank Ltd. (India)"
"MRK US","V9FMMN-S-US","Merck & Co., Inc."
"UAA US","JYZBJF-S-US","Under Armour, Inc. Class A"
"KMI US","GYN3G6-S-US","Kinder Morgan Inc Class P"
"BDC US","WL01PM-S-US","Belden Inc."
"RDSB LN","VNPN96-S-GB","Royal Dutch Shell Plc"
"FIVN US","R3VPS7-S-US","Five9, Inc."
"AYX US","CTXKTD-S-US","Alteryx, Inc. Class A"
"CAG US","DNXYCS-S-US","Conagra Brands, Inc."
"TEX US","CGLVJW-S-US","Terex"
"4684 JP","QS9096-S-JP","OBIC Co., Ltd."
"REGN US","B4KXP6-S-US","Regeneron Pharmaceuticals, Inc."
"KER FP","K4F5JW-S-FR","Kering"
"NWL US","K10BPK-S-US","Newell Brands Inc"
"PCAR US","H433NP-S-US","PACCAR Inc"
"CVX US","MBKTVK-S-US","Chevron Corporation"
"CPG LN","NBBT9V-S-GB","Compass Group PLC"
"HST US","PKSNFC-S-US","Host Hotels & Resorts, Inc."
"HLMA LN","BNGBVB-S-GB","Halma plc"
"ASRNL NA","JDNK96-S-NL","ASR Nederland NV"
"AWK US","CSNXVW-S-US","American Water Works Company, Inc."
"EQR US","CN301K-S-US","Equity Residential"
"CERN US","K7T7YH-S-US","Cerner Corporation"
"IVZ US","JVBLHM-S-US","Invesco Ltd."
"ADS GR","TMV5ZH-S-DE","adidas AG"
"WPL AU","MNY7W6-S-AU","Woodside Petroleum Ltd"
"JBL US","MCNVRH-S-US","Jabil Inc."
"PG US","RWC9XJ-S-US","Procter & Gamble Company"
"GIS US","D68V9M-S-US","General Mills, Inc."
"FERG LN","GPHC8W-S-GB","Ferguson PLC"
"ILMN US","CC0SQN-S-US","Illumina, Inc."
"GLIBA US","TGW3C4-S-US","Gci Liberty, Inc. Cla"
"DVA US","N03PH7-S-US","DaVita Inc."
"FNSR US","DVQ55Z-S-US","Finisar Corporation"
"CARLB DC","RVBZ43-S-DK","Carlsberg A/S Class B"
"KO US","T0JCXJ-S-US","Coca-Cola Company"
"NTRS US","X9PX35-S-US","Northern Trust Corporation"
"PFPT US","HLN1V0-S-US","Proofpoint, Inc."
"ATVI US","G9ZQ25-S-US","Activision Blizzard, Inc."
"DVN US","TWYMJG-S-US","Devon Energy Corporation"
"AMD US","T0NKXG-S-US","Advanced Micro Devices, Inc."
"6113 JP","KHXRMJ-S-JP","AMADA HOLDINGS CO.,LT"
"JNPR US","W8XCG8-S-US","Juniper Networks, Inc."
"DNB NO","P368MT-S-NO","DNB ASA"
"ATD/B CN","QBNW61-S-CA","Alimentation Couche-Tard"
"CMCSA US","M647FF-S-US","Comcast Corporation Class A"
"V US","JS7D8K-S-US","Visa Inc. Class A"
"LUMI IT","X8LHGW-S-IL","Bank Leumi Le-Israel"
"YELP US","SMWVF9-S-US","Yelp Inc"
"LYV US","C5FWZD-S-US","Live Nation Entertain"
"KMB US","X0NKF2-S-US","Kimberly-Clark Corporation"
"ADBE US","DJH8TL-S-US","Adobe Inc."
"INFN US","SYH9MB-S-US","Infineon Technologies"
"NTNX US","Q26LHF-S-US","Nutanix, Inc. Class A"
"TECD US","BNKYQQ-S-US","Tech Data Corporation"
"SYY US","TY2J26-S-US","Sysco Corporation"
"RCL US","T7J5CZ-S-US","Royal Caribbean Cruises Ltd."
"OKTA US","K4FYCZ-S-US","Okta, Inc. Class A"
"HUSQB SS","SGR7XD-S-SE","Husqvarna AB Class B"
"CRM US","DVRKW9-S-US","salesforce.com, inc."
"VWS DC","JLJN1K-S-DK","Vestas Wind Systems A"
"INFO IN","Q9KKRV-S-IN","Infosys Limited"
"VTR US","N6TDN5-S-US","Ventas, Inc."
"9697 JP","JXMCH1-S-JP","Capcom Co., Ltd."
"SAIL US","KNQP0N-S-US","Sailpoint Technologie"
"IDCC US","P7M8YD-S-US","Interdigital, Inc."
"PKI CN","CSN6C2-S-CA","Parkland Fuel Corpora"
"Z US","R04SSK-S-US","Zillow Group, Inc. Cl"
"AAL LN","BYJSMG-S-GB","Anglo American plc"
"INFO US","HY8T7Z-S-US","IHS Markit Ltd."
"PAYX US","XMY0XS-S-US","Paychex, Inc."
"DISCA US","DP3GXZ-S-US","Discovery, Inc. Class A"
"LDOS US","HLYHQR-S-US","Leidos Holdings, Inc."
"7203 JP","D2W8ZK-S-JP","Toyota Motor Corp."
"JEF US","XKSVQP-S-US","Jefferies Financial Group Inc."
"GOOGL US","XF9TK6-S-US","Alphabet Inc. Class A"
"QRVO US","DBNSL6-S-US","Qorvo, Inc."
"DSM NA","S394N4-S-NL","Koninklijke DSM N.V."
"TSS US","KDDG4Y-S-US","Total System Services, Inc."
"COST US","X0MHD2-S-US","Costco Wholesale Corporation"
"AMP US","TP1XYX-S-US","Ameriprise Financial, Inc."
"BAM/A CN","L9R0SG-S-CA","Brookfield Asset Management"
"BEN US","Q8CFZ0-S-US","Franklin Resources, Inc."
"SRG IM","W4D51P-S-IT","Snam S.p.A."
"NESTE FH","Q1S256-S-FI","Neste Corporation"
"KR US","M518NK-S-US","Kroger Co."
"PM US","PRHXMV-S-US","Philip Morris International Inc."
"ORCL US","HVVK2Q-S-US","Oracle Corporation"
"6501 JP","X69WTM-S-JP","Hitachi"
"ACN US","W24RPK-S-US","Accenture Plc Class A"
"AAL US","SHTK18-S-US","American Airlines Group, Inc."
"ZBH US","T8HTVR-S-US","Zimmer Biomet Holdings, Inc."
"551 HK","F5Y5TH-S-HK","Yue Yuen Industrial ("
"SLB US","SZF3KC-S-US","Schlumberger NV"
"PLD US","DG873S-S-US","Prologis, Inc."
"GFTU LN","PFDZP1-S-GB","Grafton Group Plc"
"CAT US","S48T3X-S-US","Caterpillar Inc."
"SABR US","BLGD5P-S-US","Sabre Corp."
"BP/ LN","CC5BCX-S-GB","BP p.l.c."
"FEYE US","XLYCZJ-S-US","Fireeye, Inc."
"POWI US","JBGHZT-S-US","Power Integrations, I"
"SPB US","CLZ7RY-S-US","Spectris Plc"
"RMD US","CHR3SZ-S-US","ResMed Inc."
"AMT US","W13F06-S-US","American Tower Corporation"
"7269 JP","N82CZR-S-JP","Suzuki Motor"
"WLTW US","H9SM9B-S-US","Willis Towers Watson Public Limited Company"
"K US","TKQVC5-S-US","Kellogg Company"
"AHT LN","W2867S-S-GB","Ashtead Group plc"
"VZ US","RGW4H5-S-US","Verizon Communications Inc."
"AFL US","PJNLKG-S-US","Aflac Incorporated"
"IQV US","N68W8T-S-US","IQVIA Holdings Inc"
"GE US","P321KV-S-US","General Electric Company"
"TER US","NT47N2-S-US","Teradyne, Inc."
"KHC US","S4D2D0-S-US","Kraft Heinz Company"
"NICE IT","X9S276-S-IL","NICE Ltd"
"LOW US","N91ZBG-S-US","Lowe's Companies, Inc"
"AMS SM","X5LK6N-S-ES","Amadeus IT Group SA C"
"FICO US","HR8H8H-S-US","Fair Isaac Corporatio"
"WAT US","LSJQMY-S-US","Waters Corporation"
"NEM GR","LTNP9R-S-DE","Nemetschek SE"
"SIM DC","XC1F94-S-DK","SimCorp A/S"
"STT US","KW96V9-S-US","State Street Corporation"
"CGNX US","STWC38-S-US","Cognex Corporation"
"AOS US","B7YG19-S-US","A. O. Smith Corporation"
"NVDA US","QDYJZC-S-US","NVIDIA Corporation"
"4528 JP","L43L2R-S-JP","ONO Pharmaceutical Co"
"QLYS US","X3528V-S-US","Qualys, Inc."
"COHR US","L1T1NM-S-US","Coherent, Inc."
"GILD US","RMF5GJ-S-US","Gilead Sciences, Inc."
